name,salary,year,team
Baron Davis,"$12,330,000",2005,NOP
Jamal Mashburn,"$9,300,000",2005,NOP
Jamaal Magloire,"$8,533,333",2005,NOP
P.J. Brown,"$8,000,000",2005,NOP
David Wesley,"$4,455,000",2005,NOP
George Lynch,"$3,000,000",2005,NOP
Rodney Rogers,"$2,700,000",2005,NOP
Chris Andersen,"$1,600,000",2005,NOP
David West,"$1,247,160",2005,NOP
J.R. Smith,"$1,206,600",2005,NOP
Dan Dickau,"$893,400",2005,NOP
Lee Nailon,"$745,046",2005,NOP
Junior Harrington,"$695,046",2005,NOP
Alex Garcia,"$620,046",2005,NOP
Lonny Baxter,"$542,475",2005,NOP
Matt Freije,"$352,388",2005,NOP
Corsley Edwards,"$319,498",2005,NOP
Tim Pickett,"$32,890",2005,NOP
